INVOICE_ID,REQUISITION_NUMBER
1613054,15672
1613132,815
1429778,1265
1429782,1269
1426841,14162
1429018,1273
1429242,1278
1435813,14200
1435816,14203
1435817,14205
1431881,14194
1438900,14211
1435837,14214
1434064,565
1360760,12873
1360802,1640
1360768,12889
1360810,451
1360769,12892
1360787,12908
1613099,15580
1613049,15599
1613929,15588
1613060,15610
1613928,15604
1613925,15611
1612772,15612
1613943,802
1613109,1960
1613100,15631
1615043,1965
1613081,15620
1048276,9450
1052536,9459
1048274,9485
1048285,9487
1421152,1127
1421975,1131
1421075,546
1421962,13982
1421098,1722
1202243,10732
1204311,10784
1206250,10806
1213592,664
1318892,12351
1316010,12392
1314037,12370
1314793,12381
1317274,12404
1318902,12402
1317270,12407
1320850,12417
1320851,12421
1317283,407
1317284,408
1134268,1440
1249296,11590
1250281,11595
1255242,11597
1250283,11610
1253247,11611
1253248,11612
1253258,750
1253260,752
1250286,11604
1249298,11572
1249303,11575
1249306,11578
1249311,11583
1249320,11563
1421157,1118
1218252,257
1221244,10959
1220263,258
1222279,695
1221284,10980
1223244,10988
1221281,10989
1222266,10995
1225251,10999
1222420,11005
1222281,696
1222271,11014
1222422,11020
1222276,11023
1222428,11027
1222424,11029
1222268,11026
1222435,697
1222437,285
1222463,287
1222464,288
1224244,293
1224245,294
1232249,11086
1232267,11098
1234281,11099
1258245,11713
1255344,11719
1262256,756
1260245,354
1264254,11746
1264256,11748
1264257,11751
1262249,11755
1262257,357
1264248,11766
1272251,11771
1264247,11775
1264579,11778
1269247,11798
1270248,11825
1272248,11830
1272249,11832
1272253,11834
1271283,11845
1271278,11851
1271281,11843
1271274,11846
1273249,11858
1282267,11869
1311253,1573
1232306,302
1234256,699
1232295,11133
1232310,307
1234296,11147
1232270,11159
1230242,11154
1236042,11218
1234250,11221
1232281,11177
1232272,11187
1232283,11198
1232259,11201
1009255,110
1009199,8960
1009209,8962
1009189,8957
1009235,1336
1009231,1337
1009239,1339
1009240,1340
1009207,8970
1009211,8978
1009212,8984
1009213,8985
1009254,436
1009206,8991
1012496,9007
1134263,10053
1141243,10078
1141255,10080
1141258,10083
1141279,10118
1145262,575
1140248,10126
1141275,10135
1142490,165
1141282,10141
1145260,10145
1151243,10148
1147311,10147
1391878,13437
1394185,13447
1393801,13442
1403759,13444
1394184,13450
1393799,13452
1287263,11949
1290273,11951
1202251,10721
1202263,10723
1202264,10733
1421142,14040
1423811,1172
1421130,14046
1423831,555
1424878,14070
1426763,14072
1426764,14073
1424893,1198
1050279,499
1050256,9539
1050261,9557
1056265,506
1056263,508
1050267,9560
1050249,9566
1050263,9568
1051242,9570
1052548,9574
1052539,9579
1052551,9583
1052546,9589
1051251,9591
1051252,9592
1052555,9598
1052634,9616
1056269,523
1066245,9617
1056252,9618
1056255,9622
1056245,9641
1039280,1378
1035242,9326
1033367,9322
1039474,478
1039475,479
1035243,9340
1039278,9342
1036255,9347
1036246,9353
1037244,9362
1039471,9367
1330769,12737
1330795,12741
1330855,851
1330785,12773
1330840,1622
1330843,1626
1435839,14251
1435846,1309
1438903,14255
1436765,571
1438913,1319
1438759,14264
1438898,14268
1438764,575
1408798,13660
1411766,13671
1411764,13672
1411763,13686
1411771,1011
1411775,13698
1414416,13704
1411768,516
1048295,1398
1048253,9501
1048246,9493
1048245,9495
1048289,9499
1050270,9513
1050246,9527
1012525,9060
1012518,9062
1016193,9075
1016180,9079
1494775,14550
1498782,14557
1499765,14568
1496836,14575
1499769,14576
1499768,14583
1500908,14585
1415347,1707
1415767,1056
1415322,13814
1415327,13819
1415330,13822
1415333,13825
1415341,13833
1416015,13850
1417759,13859
1415773,530
1415966,1060
1416764,13869
1390798,952
1393760,13427
1026247,9199
1030236,1370
1088245,9742
1090245,9763
1095242,9768
1095245,1420
1094250,9787
1516787,1787
1518777,14644
1362764,12941
1363770,1647
1363763,12960
1365760,12973
1365771,12966
1366888,12997
1366892,13002
1366897,13010
1366912,12994
1372799,13013
1366914,13020
1515758,14641
1516782,14655
1518762,14663
1424881,1209
1425035,1211
1425030,14086
1425031,1219
1426844,1228
1426792,1739
1425027,14101
1425034,1225
1553772,14954
1555852,14964
1379757,13147
1379783,13148
1379769,466
1379774,472
1379775,473
1379793,13151
1379763,1658
1519993,1795
1518789,1503
1519972,14679
1518759,14683
1426834,14114
1426833,14115
1429767,14118
1426802,561
1426853,1257
1429790,1238
1426827,14144
1426828,14147
1426829,14149
1429774,1249
1426838,14159
1379765,1661
1379801,13162
1379779,13183
1380940,13185
1380947,13190
1380955,13196
1518791,1511
1518793,1514
1519985,14693
1520001,602
1524891,14709
1552766,14922
1587880,15227
1587865,15234
1592771,15252
1591847,1791
1592767,15282
1592818,19
1592782,15291
1591840,15310
1592213,15322
1594071,1817
1594768,15335
1578769,15131
1579970,1723
1583045,15161
1533799,612
1533805,618
1533807,620
1533808,621
1533809,622
1533816,629
1533819,632
1532944,1567
1536874,1812
1536886,650
1536898,659
1536905,667
1536867,14844
1536934,688
1536939,693
1536944,697
1536945,698
1536923,705
1536928,710
1536931,713
1536908,715
1536906,670
1536907,671
1536957,673
1536955,680
1536948,684
1536879,1579
1581780,15174
1581772,15176
1583346,1757
1583277,15183
1582883,1763
1582795,15181
1583349,1770
1586794,15203
1583280,15206
1586795,15215
1583345,1778
1587873,1861
